data,preco
2021-10-13,163.93
2021-10-14,164.0
2021-10-15,166.0
2021-10-18,167.18
2021-10-19,167.51
2021-10-20,168.31
2021-10-21,167.5
2021-10-22,167.0
2021-10-25,167.18
2021-10-26,167.45
2021-10-27,166.86
2021-10-28,165.31
2021-10-29,167.0
2021-11-01,164.79
2021-11-03,163.35
2021-11-04,161.3
2021-11-05,161.43
2021-11-08,160.6
2021-11-09,160.0
2021-11-10,159.77
2021-11-11,159.5
2021-11-12,160.0
2021-11-16,159.16
2021-11-17,158.0
2021-11-18,157.41
2021-11-19,158.9
2021-11-22,158.25
2021-11-23,157.46
2021-11-24,155.3
2021-11-25,156.89
2021-11-26,157.87
2021-11-29,159.94
2021-11-30,160.0
2021-12-01,160.45
2021-12-02,161.02
2021-12-03,161.89
2021-12-06,162.6
2021-12-07,163.18
2021-12-08,163.0
2021-12-09,161.57
2021-12-10,160.0
2021-12-13,160.2
2021-12-14,159.64
2021-12-15,159.53
2021-12-16,160.4
2021-12-17,169.85
2021-12-20,166.71
2021-12-21,164.0
2021-12-22,164.93
2021-12-23,166.91
2021-12-27,168.8
2021-12-28,170.0
2021-12-29,170.62
2021-12-30,170.56
2022-01-03,168.68
2022-01-04,168.87
2022-01-05,167.7
2022-01-06,167.9
2022-01-07,167.98
2022-01-10,168.37
2022-01-11,168.92
2022-01-12,169.02
2022-01-13,169.4
2022-01-14,170.18
2022-01-17,171.71
2022-01-18,172.95
2022-01-19,172.79
2022-01-20,173.71
2022-01-21,173.6
2022-01-24,172.46
2022-01-25,172.65
2022-01-26,168.04
2022-01-27,169.47
2022-01-28,170.14
2022-01-31,170.55
2022-02-01,170.64
2022-02-02,170.24
2022-02-03,169.1
2022-02-04,168.1
2022-02-07,167.15
2022-02-08,167.3
2022-02-09,167.94
2022-02-10,168.88
2022-02-11,167.99
2022-02-14,166.0
2022-02-15,167.51
2022-02-16,166.1
2022-02-17,167.13
2022-02-18,168.33
2022-02-21,166.89
2022-02-22,165.98
2022-02-23,165.31
2022-02-24,164.01
2022-02-25,167.0
2022-03-02,165.98
2022-03-03,165.7
2022-03-04,164.12
2022-03-07,162.8
2022-03-08,161.26
2022-03-09,161.5
2022-03-10,161.05
2022-03-11,161.5
2022-03-14,160.8
2022-03-15,161.0
2022-03-16,160.71
2022-03-17,160.88
2022-03-18,161.0
2022-03-21,160.8
2022-03-22,161.19
2022-03-23,161.26
2022-03-24,161.8
2022-03-25,163.75
2022-03-28,163.0
2022-03-29,163.3
2022-03-30,164.0
2022-03-31,163.5
2022-04-01,163.11
2022-04-04,163.7
2022-04-05,164.0
2022-04-06,166.5
2022-04-07,166.8
2022-04-08,166.54
2022-04-11,167.08
2022-04-12,166.49
2022-04-13,163.43
2022-04-14,163.99
2022-04-18,164.0
2022-04-19,162.69
2022-04-20,162.84
2022-04-22,163.0
2022-04-25,162.89
2022-04-26,162.9
2022-04-27,163.11
2022-04-28,163.3
2022-04-29,164.02
2022-05-02,162.39
2022-05-03,162.05
2022-05-04,161.95
2022-05-05,162.0
2022-05-06,161.83
2022-05-09,161.74
2022-05-10,162.0
2022-05-11,162.75
2022-05-12,162.22
2022-05-13,163.36
2022-05-16,163.09
2022-05-17,162.9
2022-05-18,162.8
2022-05-19,162.43
2022-05-20,162.8
2022-05-23,162.5
2022-05-24,162.1
2022-05-25,162.11
2022-05-26,163.75
2022-05-27,165.11
2022-05-30,164.35
2022-05-31,165.1
2022-06-01,162.59
2022-06-02,162.07
2022-06-03,162.87
2022-06-06,162.4
2022-06-07,162.45
2022-06-08,162.33
2022-06-09,161.7
2022-06-10,163.01
2022-06-13,162.0
2022-06-14,163.11
2022-06-15,163.38
2022-06-17,156.91
2022-06-20,161.8
2022-06-21,162.76
2022-06-22,163.0
2022-06-23,162.43
2022-06-24,162.57
2022-06-27,162.8
2022-06-28,162.31
2022-06-29,163.0
2022-06-30,164.42
2022-07-01,160.79
2022-07-04,161.4
2022-07-05,161.89
2022-07-06,161.62
2022-07-07,161.9
2022-07-08,162.0
2022-07-11,162.45
2022-07-12,162.7
2022-07-13,162.19
2022-07-14,163.17
2022-07-15,163.54
2022-07-18,164.9
2022-07-19,165.14
2022-07-20,165.36
2022-07-21,164.56
2022-07-22,166.08
2022-07-25,167.23
2022-07-26,165.99
2022-07-27,167.55
2022-07-28,168.38
2022-07-29,168.64
2022-08-01,166.31
2022-08-02,166.37
2022-08-03,166.7
2022-08-04,167.53
2022-08-05,168.09
2022-08-08,167.99
2022-08-09,168.95
2022-08-10,169.7
2022-08-11,170.13
2022-08-12,171.4
2022-08-15,172.77
2022-08-16,171.9
2022-08-17,171.86
2022-08-18,172.3
2022-08-19,171.97
2022-08-22,170.5
2022-08-23,169.14
2022-08-24,167.7
2022-08-25,167.07
2022-08-26,167.7
2022-08-29,169.49
2022-08-30,170.57
2022-08-31,172.49
2022-09-01,170.0
2022-09-02,169.5
2022-09-05,169.0
2022-09-06,169.24
2022-09-08,168.7
2022-09-09,168.51
2022-09-12,167.3
2022-09-13,167.43
2022-09-14,167.19
2022-09-15,166.94
2022-09-16,174.0
2022-09-19,172.52
2022-09-20,173.1
2022-09-21,172.0
2022-09-22,172.02
2022-09-23,171.68
2022-09-26,171.06
2022-09-27,170.9
2022-09-28,170.95
2022-09-29,171.26
2022-09-30,171.5
2022-10-03,167.5
2022-10-04,166.15
2022-10-05,167.03
2022-10-06,168.23
2022-10-07,168.85
2022-10-10,169.0
2022-10-11,169.46
2022-10-13,168.0
2022-10-14,166.7
2022-10-17,166.45
2022-10-18,167.66
2022-10-19,166.49
2022-10-20,166.5
2022-10-21,165.96
2022-10-24,164.21
2022-10-25,164.52
2022-10-26,164.9
2022-10-27,165.5
2022-10-28,166.41
2022-10-31,165.39
2022-11-01,165.97
2022-11-03,166.37
2022-11-04,169.39
2022-11-07,165.67
2022-11-08,165.85
2022-11-09,165.5
2022-11-10,166.0
2022-11-11,165.0
2022-11-14,165.54
2022-11-16,164.88
2022-11-17,163.0
2022-11-18,163.62
2022-11-21,163.31
2022-11-22,163.43
2022-11-23,162.16
2022-11-24,162.38
2022-11-25,162.47
2022-11-28,162.9
2022-11-29,163.5
2022-11-30,164.81
2022-12-01,162.71
2022-12-02,162.8
2022-12-05,162.84
2022-12-06,162.95
2022-12-07,162.18
2022-12-08,162.2
2022-12-09,162.97
2022-12-12,162.10
2022-12-13,162.00
2022-12-14,161.50
2022-12-15,161.67
2022-12-16,161.00
2022-12-19,159.92
2022-12-20,160.72
2022-12-21,159.98
2022-12-22,160.00
2022-12-23,163.00
2022-12-26,163.99
2022-12-27,164.24
